temp_C,soc,days,reported,predicted,error_pct,in_dist_error_pct,edge_error_pct
25.0,1.0,29.504583333333333,0.978755025710694,0.9772626620093667,-0.15247571272940125,-0.15247571272940125,
40.0,0.0,29.504583333333333,1.0000741489139473,0.9762262891085631,-2.3846091643586917,-2.3846091643586917,
40.0,0.125,29.504583333333333,0.997126922478008,0.9762262891085631,-2.096085553231654,-2.096085553231654,
40.0,0.25,29.504583333333333,0.9903571839638504,0.9762262891085631,-1.426848321403512,-1.426848321403512,
40.0,0.375,29.504583333333333,0.9863721155876484,0.9762262891085631,-1.028600293819203,-1.028600293819203,
40.0,0.5,29.504583333333333,0.9879182048937228,0.9603771485142719,-2.7877871106154686,-2.7877871106154686,
40.0,0.625,29.504583333333333,0.9840506582406492,0.9603771485142719,-2.4057206331940613,-2.4057206331940613,
40.0,0.75,29.504583333333333,0.976173173657907,0.9603771485142719,-1.618158086074459,-1.618158086074459,
40.0,0.875,29.504583333333333,0.9684839189446466,0.9366034376228349,-3.2917925324513075,-3.2917925324513075,
40.0,1.0,29.504583333333333,0.9698482130798614,0.9366034376228349,-3.427832830815239,-3.427832830815239,
60.0,0.0,29.504583333333333,0.9903926618768284,0.919186272773144,-7.189712913335383,,-7.189712913335383
60.0,0.5,29.504583333333333,0.9604974732615312,0.8653104546219067,-9.910178973860384,,-9.910178973860384
60.0,1.0,29.504583333333333,0.9424454384922648,0.7844967273950506,-16.75945414409373,,-16.75945414409373
0.0,0.5,42.045833333333334,0.9954282242395202,0.997608682729521,0.21904728406376303,0.21904728406376303,
10.0,0.5,42.045833333333334,0.993683792834215,0.9945420748154701,0.0863737526408698,0.0863737526408698,
25.0,0.0,42.045833333333334,0.998870769203824,0.9898214099159774,-0.9059589655486252,-0.9059589655486252,
25.0,0.5,42.045833333333334,0.990195204351366,0.9830356831932957,-0.7230413888704069,-0.7230413888704069,
25.0,1.0,42.045833333333334,0.9731721156741044,0.9728570931092732,-0.03237069370951702,-0.03237069370951702,
40.0,0.0,42.045833333333334,0.9987012462032088,0.9716199134023887,-2.711655052376866,-2.711655052376866,
40.0,0.125,42.045833333333334,0.995239343874972,0.9716199134023887,-2.373241232668804,-2.373241232668804,
40.0,0.25,42.045833333333334,0.9878718713851656,0.9716199134023887,-1.6451483692909354,-1.6451483692909354,
40.0,0.375,42.045833333333334,0.983059729599317,0.9716199134023887,-1.1636949264101146,-1.1636949264101146,
40.0,0.5,42.045833333333334,0.9844840791342924,0.9526998556706479,-3.228515741117319,-3.228515741117319,
40.0,0.625,42.045833333333334,0.9806153459331738,0.9526998556706479,-2.8467319401330577,-2.8467319401330577,
40.0,0.75,42.045833333333334,0.9719443187623962,0.9526998556706479,-1.979996458670887,-1.979996458670887,
40.0,0.875,42.045833333333334,0.9633924925037096,0.9243197690730366,-4.055742984785879,-4.055742984785879,
40.0,1.0,42.045833333333334,0.9645284404468292,0.9243197690730366,-4.168738804131627,-4.168738804131627,
60.0,0.0,42.045833333333334,0.9872722923893612,0.9035278679274251,-8.482404004194304,,-8.482404004194304
60.0,0.5,42.045833333333334,0.9533776090988754,0.8392131132123752,-11.974740627106554,,-11.974740627106554
60.0,1.0,42.045833333333334,0.9339118274317544,0.7427409811398002,-20.46990311897768,,-20.46990311897768
0.0,0.5,53.56666666666666,0.994464311279692,0.9973008748046622,0.2852353264764282,0.2852353264764282,
10.0,0.5,53.56666666666666,0.9927049804756296,0.9938395362415117,0.11428931940469038,0.11428931940469038,
25.0,0.0,53.56666666666666,0.9979267842027382,0.9885112321614701,-0.9435113066726983,-0.9435113066726983,
25.0,0.5,53.56666666666666,0.98850834104087,0.9808520536024502,-0.7745293712299883,-0.7745293712299883,
25.0,1.0,53.56666666666666,0.9703649575193276,0.9693632857639203,-0.10322629106146163,-0.10322629106146163,
40.0,0.0,53.56666666666666,0.9973959116887704,0.96796685754453,-2.9505890087730235,-2.9505890087730235,
40.0,0.125,53.56666666666666,0.99327209883503,0.96796685754453,-2.547664564441049,-2.547664564441049,
40.0,0.25,53.56666666666666,0.9858398423793678,0.96796685754453,-1.8129704305417962,-1.8129704305417962,
40.0,0.375,53.56666666666666,0.9802554759643932,0.96796685754453,-1.2536138507947028,-1.2536138507947028,
40.0,0.5,53.56666666666666,0.9814540362717824,0.9466114292408834,-3.5501007426954514,-3.5501007426954514,
